FID,WD24CD,WD24NM,WD24NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
1528,E05009954,Warren,,331593,447622,-3.04306,53.92021,1300727.563,6217.185137,a30e30c0-d49e-44ce-b104-413bc74956fc
1529,E05009955,Wyresdale,,356314,449091,-2.6669,53.93609,55739691.84,57846.34065,82008087-722d-4723-a4a5-467bf99f4f8f
1530,E05009956,Ash and New Ash Green,,560024,165201,0.297239,51.36333,6684385.82,17488.57075,1194c05a-3b2b-4ac1-9c19-eed7418ac19e
1531,E05009958,Eynsford,,553225,164147,0.199202,51.35573,15699952.78,23241.38584,0b99c356-b471-4a5d-92e7-7ff2b604374b
1532,E05009959,Hartley and Hodsoll Street,,561587,165316,0.319723,51.36392,13095780.14,24048.16447,505a41a3-e000-46f3-8c8c-cacfa3b96330
1533,E05009960,Hextable,,552115,170271,0.185893,51.41106,2369974.166,7871.103223,e69b353b-c368-497a-b498-07df241dca7a
1534,E05009961,Leigh and Chiddingstone Causeway,,552448,147120,0.180792,51.20295,25141368.12,33435.00125,08f331c2-4e87-4ca9-b703-96223ec29443
1535,E05009962,Otford and Shoreham,,553257,160641,0.198153,51.32422,20310613.9,26459.12611,bd98f37b-3e5c-4440-b68e-23a0329e9b9c
1536,E05009963,"Penshurst, Fordcombe and Chiddingstone",,551553,142512,0.166049,51.16178,33003699.93,37533.20511,53c0660e-b3a7-4788-a8de-c703f56ad945
1537,E05009964,Swanley Christchurch and Swanley Village,,552635,168769,0.192718,51.39742,3781037.072,12112.96733,0ccd833e-eedf-4675-ae7b-cd791af46e32
1538,E05009965,Westerham and Crockham Hill,,544508,152800,0.069509,51.25605,22883580.91,25217.53145,5a081352-0f6a-489e-81c8-e35db4b0c616
1539,E05010015,Broadmead,,621767,137077,1.165481,51.09011,1600596.887,5070.74185,4236fb82-5380-4362-81c0-c5d5ba3e7656
1540,E05010016,Cheriton,,619908,137103,1.138993,51.09106,5035005.172,11003.97724,9ef3d090-601e-46f5-bbc3-bfd861021106
1541,E05010017,East Folkestone,,622343,137831,1.174155,51.09666,2743021.013,9555.447879,59ecc7e8-42af-45c2-833c-8423cdb90c42
1542,E05010018,Folkestone Central,,622179,135817,1.170581,51.07864,1627197.81,7312.212092,8649b439-97d8-4028-a4e1-129f560e81a1
1543,E05010019,Folkestone Harbour,,624140,137203,1.199389,51.09032,2702323.105,15340.58944,5baff1b0-c0d0-4574-8fba-238e6360b15c
1544,E05010020,Hythe,,615871,136140,1.08086,51.08394,15619027.76,24571.36006,743997c1-ce0c-4c82-8283-4be0e409247b
1545,E05010021,Hythe Rural,,610745,134494,1.006822,51.07107,16679630.87,27503.63318,8c4f2f1a-5b0a-4b24-86a6-d5f397be4c2a
1546,E05010022,New Romney,,607136,124995,0.949959,50.98707,6474925.088,13434.60346,0640d195-557c-47f9-82b4-8c7400472acb
1547,E05010023,North Downs East,,619258,142537,1.133024,51.1401,60618010.97,53462.01911,8a1f5ad1-148c-4c93-a336-a258de3b0aa7
1548,E05010024,North Downs West,,613682,143012,1.053718,51.14647,64826046.32,58555.13228,ec8ee175-978c-43da-b19d-8014e8fb07c6
1549,E05010025,Romney Marsh,,606995,129733,0.950652,51.02967,52828587.25,37517.55744,f84b1097-001c-4ed3-a932-1bb6483048f1
1550,E05010026,Sandgate & West Folkestone,,620347,135693,1.144393,51.07823,2543545.075,9513.51217,2b9f7c0b-24c5-4840-8d6a-90f0ef9b6552
1551,E05010027,Walland & Denge Marsh,,602374,124067,0.881686,50.98043,123614272.6,66820.61101,ddeb09b9-ee58-48bd-b659-a649cfbc312f
1552,E05010064,Balderton South,,481252,351085,-0.78931,53.05088,2546725.413,8007.911605,19341b78-d4a3-4bfa-8ca6-c33b2bcf844e
1553,E05010066,Bilsthorpe,,464785,360205,-1.03309,53.13509,6419082.439,14428.15386,771c885a-bd0c-4cf1-a1f8-9b6519117832
1554,E05010067,Boughton,,468416,369522,-0.97683,53.21837,13728952.2,19774.99248,05f9a67b-8abc-4275-94ac-6b9218555762
1555,E05010068,Bridge,,480960,355108,-0.79265,53.08708,3787146.415,9454.589207,4bac0ebd-edf5-4cd7-a869-071cf3b973ea
1556,E05010070,Collingham,,484479,360469,-0.73872,53.13471,86675672.6,67435.45797,87b2e0b9-3fcf-4401-8227-79b9761de6f1
1557,E05010071,Devon,,479509,352704,-0.8149,53.06569,2241761.059,7610.420044,215fdeb0-68f2-49a5-95ba-b062908827ac
1558,E05010072,Dover Beck,,466690,349453,-1.00684,53.03822,50363783.16,45787.14521,a8aa14b3-128f-418f-aaec-4709a63ba7d3
1559,E05010073,Edwinstowe & Clipstone,,461016,365608,-1.08839,53.18409,33925443.27,26374.93756,1afa67e0-cb06-4a36-a438-a623d31e944e
1560,E05010075,Farnsfield,,463563,356364,-1.05211,53.10071,19112854.37,24080.56343,1633766b-b6d9-438f-8e0c-6f664bca6960
1561,E05010076,Lowdham,,465757,346056,-1.02145,53.0078,9564614.735,21418.01559,e30ea099-4b49-4ca7-913b-45a60f172676
1562,E05010077,Muskham,,476212,359582,-0.86247,53.12798,51783710.96,36779.25827,b6f6ca18-c817-4f1d-b1c5-05c366c9568f
1563,E05010078,Ollerton,,463495,369904,-1.05045,53.22242,31148799.08,34781.26634,875072c4-fe72-45f6-b17e-f6f9269978a5
1564,E05010079,Rainworth North & Rufford,,465546,362736,-1.0212,53.15774,55662645.03,47824.00381,3eff95d2-4265-4db5-b71a-e84ceb38e6ed
1565,E05010080,Rainworth South & Blidworth,,458309,356630,-1.13052,53.1037,17777114.37,23055.57289,f6a1adbf-0365-4882-b4c6-aa0760137973
1566,E05010081,Southwell,,468504,355524,-0.97851,53.09255,60877288.12,48131.26909,39bf5c94-a6f3-44ea-a518-be0246479567
1567,E05010082,Sutton-on-Trent,,474730,364816,-0.88339,53.17523,78402560.62,59883.47438,953fce82-0295-422c-8422-85f4f11094d9
1568,E05010083,Trent,,474388,354410,-0.89092,53.08176,43429154.38,47052.20689,6ea61021-59e8-4ff3-9a19-5fcf5694abcc
1569,E05010090,Appleby,,430647,310146,-1.54803,52.68815,35098134.52,42965.20035,be6c101c-56f4-46f7-b107-ab79298d6082
1570,E05010091,Ashby Castle,,436703,316086,-1.45778,52.74118,1738703.999,7754.479739,3ac1d35e-550c-4bd9-a32e-1516cdb2daed
1571,E05010092,Ashby Holywell,,434995,317782,-1.4829,52.75653,1225505.117,5534.893215,7561064f-aed8-4d01-bb5a-a21c2971d64a
1572,E05010093,Ashby Ivanhoe,,434258,317117,-1.49389,52.7506,3015232.007,9982.483743,3c747ab6-3e64-4ce1-9d64-488c86093699
1573,E05010094,Ashby Money Hill,,436781,318435,-1.45636,52.76229,8249218.585,18392.28057,87704b91-2156-4ebb-bb2b-7432cfde931c
1574,E05010095,Ashby Willesley,,434225,315192,-1.49458,52.7333,6011810.063,13247.81106,fba617a1-5e51-43d1-9ae7-3ffbd0b5be6e
1575,E05010096,Ashby Woulds,,431223,316520,-1.53891,52.74542,7416136.677,15607.39178,0a267b05-2dd3-4032-afcb-55b53d151829
1576,E05010097,Bardon,,446094,312929,-1.31913,52.71208,5774267.884,12123.50704,5cf04d58-ad99-493e-8fbc-5588199e5988
1577,E05010098,Blackfordby,,432278,317294,-1.5232,52.75232,5566570.977,13147.08617,c60e67ac-3da0-4d85-9b5a-89c939ffca9b
1578,E05010099,Broom Leys,,444094,314706,-1.3485,52.72822,1303299.659,5866.372617,957ff326-51a0-4817-a09a-f6b72e8d4792
1579,E05010100,Castle Donington Castle,,444085,325909,-1.34713,52.82892,3464320.211,11286.76324,e8b10002-8cec-4d75-b942-2798813244e5
1580,E05010101,Castle Donington Central,,444400,328691,-1.34207,52.85391,3450037.183,13551.67589,f0fecbf2-9e05-4822-8673-6995a42e8b3e
1581,E05010102,Castle Donington Park,,442705,326888,-1.36748,52.83784,6923696.973,13884.86278,e02ed036-8b0a-4134-801c-58fbc2e703aa
1582,E05010103,Castle Rock,,447917,315321,-1.2918,52.73342,15114588.91,27514.60988,53a39497-fa97-4c44-9773-889d6c2ef948
1583,E05010104,Coalville East,,443772,313967,-1.35336,52.7216,847042.3509,4823.932536,11eb8480-3356-4fb5-a578-f962e096d23c
1584,E05010105,Coalville West,,442833,314238,-1.36723,52.72411,1137199.709,5047.406628,b591851c-88c1-417d-b478-015a898f19c0
1585,E05010106,Daleacre Hill,,447163,328241,-1.30111,52.84963,16920601.46,26065.27759,f70147e4-2b3b-44f2-a982-72b4d5cc2dd5
1586,E05010107,Ellistown & Battleflat,,443791,311657,-1.35339,52.70084,4636200.268,11816.98917,3c944a09-db15-4c14-a1e2-bed14b2906be
1587,E05010108,Greenhill,,444947,313802,-1.33599,52.72002,574443.869,4101.169386,ef25fec2-f3ea-416b-bcc0-52bc2b3d2145
1588,E05010109,Hermitage,,443186,315578,-1.36183,52.73613,1545856.66,6835.06469,174f037d-60a3-4e4e-a81d-9f31b933d3b8
1589,E05010110,Holly Hayes,,444576,316135,-1.34117,52.74103,2595807.473,8569.640487,4163b987-a0a0-43ae-8236-fce925bb9b5a
1590,E05010111,Hugglescote St John's,,443072,312600,-1.3639,52.70937,3370506.59,11782.75925,7fd8e1d7-6726-4d27-b657-65820baad8c8
1591,E05010112,Hugglescote St Mary's,,441369,312797,-1.38908,52.71127,1775184.029,7890.376258,9544d7ff-cf94-4a90-89f2-7800ba132224
1592,E05010113,Ibstock East,,442420,309983,-1.37389,52.6859,7116373.672,13388.32331,3054f875-88e1-4938-a897-5ff2eabac55e
1593,E05010114,Ibstock West,,440005,309641,-1.40966,52.68301,2128653.398,6988.827547,881df938-b764-4065-bffa-971aeb8d21a1
1594,E05010115,Kegworth,,447655,326226,-1.2941,52.83147,5758509.835,11602.55401,ce0c84e8-c0d9-4760-9805-b0c21878aac6
1595,E05010116,Long Whatton & Diseworth,,446097,322091,-1.3178,52.79444,29116896.13,35374.6688,a560a1f8-b95b-4cd8-80fc-4d1eee378ba9
1596,E05010117,Measham North,,434172,312240,-1.49567,52.70677,5217944.068,12237.79624,825ec763-c38a-4614-bdab-f92d1459d634
1597,E05010118,Measham South,,432998,311617,-1.51311,52.70124,1850297.21,8954.329331,9b0bd7fd-c9db-422c-abaf-490d7c59ac22
1598,E05010119,Oakthorpe & Donisthorpe,,431692,313271,-1.53227,52.71619,7350483.2,15540.72114,f022a6a8-34da-400e-a111-4290d5de548c
1599,E05010120,Ravenstone & Packington,,438125,313755,-1.43699,52.72012,20266168.94,24639.33687,83509bf2-fc15-4da3-8d0e-61708df16da1
1600,E05010121,Sence Valley,,439254,310847,-1.42062,52.6939,5583361.69,12740.7681,c92ae835-2def-40f7-b714-6edee6e6b4bb
1601,E05010122,Snibston North,,441610,314480,-1.3853,52.72638,1432203.327,6204.52105,c6b6474d-1ddc-47b6-bc60-e0d1cfd5277b
1602,E05010123,Snibston South,,441806,313756,-1.38249,52.71986,1023050.005,6414.747777,922a8581-850a-4dd1-9584-a15dc9f83299
1603,E05010124,Thornborough,,443091,316806,-1.36307,52.74718,1985809.075,10318.58946,9173c113-0c8c-4908-92e3-8f463af4cc16
1604,E05010125,Thringstone,,442829,317612,-1.36685,52.75444,910978.1309,4906.17895,8e128c38-29a6-42bd-8c25-bb9f90ad1028
1605,E05010126,Valley,,440973,316558,-1.39448,52.74511,16122087.82,26986.24019,25420955-6aa9-44bf-bbf7-2c9358a772dc
1606,E05010127,Worthington & Breedon,,440921,321733,-1.3946,52.79164,35721084.71,31309.84823,ebf31766-f3c5-4dcf-a39d-356d069e81f9
1607,E05010128,Allington & Strete,,279418,46138,-3.69455,50.30281,58689025.17,56482.9838,4e06bc7c-a0e4-4233-8e02-2528ea09492d
1608,E05010129,Bickleigh & Cornwood,,257487,62570,-4.00855,50.4456,112211906.1,83226.48489,6c55c02a-3c8a-42f9-9370-d0b7f3b4153b
1609,E05010130,Blackawton & Stoke Fleming,,279428,52013,-3.69629,50.35562,47243064.44,45654.48955,f1154168-efd4-4e54-95f6-2d801757e7b1
1610,E05010131,Charterlands,,265998,48848,-3.88386,50.32427,49536753.88,56509.46166,872fefd4-348c-4f8f-b4c2-13c4b89962c2
1611,E05010132,Dartington & Staverton,,277905,64335,-3.7217,50.46608,33117316.65,36448.64478,90aa453d-4ce1-4079-8d53-d34d91031147
1612,E05010133,Dartmouth & East Dart,,288285,54622,-3.57261,50.38083,36530968.21,74990.15262,1ec90496-b39c-4d47-8d11-65958ffb047d
1613,E05010134,Ermington & Ugborough,,265752,57605,-3.89043,50.40292,53612179.49,59827.13758,25178262-5510-4fdd-b90a-b484c68b9543
1614,E05010135,Ivybridge East,,264404,56194,-3.90888,50.38993,1894653.147,6581.184336,217c3f4a-f7f5-43da-a005-e51afbdea755
1615,E05010136,Ivybridge West,,262768,56403,-3.93196,50.39143,1804758.559,6863.722092,a15ab35f-0ffc-43fb-a75d-978141679ce0
1616,E05010137,Kingsbridge,,273972,44615,-3.77048,50.28798,4278699.428,11813.40546,c8698f25-2c98-4146-96fc-4c4c285813e3
1617,E05010138,Loddiswell & Aveton Gifford,,271666,48912,-3.80429,50.32611,51482781.2,47869.67492,f9e93f5c-6afb-4b46-93f8-1bf8e7ac184f
1618,E05010139,Marldon & Littlehempston,,283918,62188,-3.63635,50.448,30115612.62,42310.6081,4a8004af-dc20-41b2-b75c-3e17230dcf89
1619,E05010140,Newton & Yealmpton,,257728,54148,-4.00197,50.36996,79504501.62,91996.97713,25625964-8195-45e3-b649-964318c30e4c
1620,E05010141,Salcombe & Thurlestone,,270343,40679,-3.82005,50.25181,49282768.74,58236.37892,7fee20f3-09f2-4be6-8f86-b5c62da5c196
1621,E05010142,South Brent,,271220,63052,-3.8154,50.45311,135633818.4,88205.53333,0a7545fc-6f27-4224-af00-a9121aa59a43
1622,E05010143,Stokenham,,278345,39081,-3.70734,50.23915,50073698.89,66431.23231,963aaea4-c6af-4836-895a-02208c1f07e2
1623,E05010144,Totnes,,279816,59679,-3.69329,50.42462,5989965.543,18888.31172,423da4fe-7654-4b70-9c7d-cdfa0c3382e3
1624,E05010145,Wembury & Brixton,,253043,50260,-4.06628,50.33387,28958761.64,45241.925,472b2806-aeae-42f7-8fe0-ceff8bd22d8a
1625,E05010146,West Dart,,279623,56740,-3.69506,50.39816,55837956.04,69806.22855,d275f688-ce62-4ed3-8900-daef167f6f16
1626,E05010147,Woolwell,,250798,61302,-4.10219,50.43254,756007.2965,4741.277808,9d0bd3cb-dddb-421d-827d-b8ec813377f0
1627,E05010148,Aveland,,510730,328809,-0.35732,52.84543,79936696.28,46404.32633,fab5fbf5-4515-46b6-a247-39e3a4e98deb
1628,E05010149,Belmont,,494323,336038,-0.59875,52.91351,15584994.46,21742.53136,1d2e1589-77bc-4175-9308-d001ece4650e
1629,E05010150,Belvoir,,486698,335207,-0.71233,52.90733,65544249.58,45256.01161,4211d95d-dbcd-4229-ada5-352507a63052
1630,E05010151,Bourne Austerby,,511367,319020,-0.35119,52.75734,9738799.816,19184.61964,b3fa1524-be10-4acb-b288-b78e009e3aab
1631,E05010152,Bourne East,,513505,321130,-0.31879,52.77585,25091947.46,23417.12799,b51f3da9-5cb0-4118-9100-9d372b9feef8
1632,E05010153,Bourne West,,508533,321483,-0.39235,52.78005,6037730.767,10229.54631,b0964cd1-4cb9-42d2-b90b-605b49b273b1
1633,E05010154,Casewick,,510932,312184,-0.35994,52.696,55007124.08,43720.23654,447f196b-cd89-421a-aa26-ed27e84fda47
1634,E05010155,Castle,,501291,323407,-0.49908,52.79874,84374715.75,52354.46022,68bed88a-626d-4b43-bc67-d8f0a557f93a
1635,E05010156,Deeping St James,,517133,309831,-0.26906,52.67355,16050244.5,19790.20053,394118d3-a291-498f-a05c-6fa060e8b5b1
1636,E05010157,Dole Wood,,510286,316686,-0.36798,52.73658,26740265.43,33053.98698,d924256f-a2db-4877-9586-350308237e19
1637,E05010158,Glen,,502449,317538,-0.48375,52.74578,68579566.51,50577.38995,eb21bf76-6f3d-43f4-a5f1-ab56cb242b8e
1638,E05010159,Grantham Arnoldfield,,490248,337083,-0.65904,52.9236,2440496.378,7905.317558,6f4c3194-c044-418b-8a99-a5a22c31f57a
1639,E05010160,Grantham Barrowby Gate,,490203,335990,-0.66001,52.91379,1241821.65,5605.053463,8aff4abb-731d-4c62-a76c-1b13f281d605
1640,E05010161,Grantham Earlesfield,,489935,334846,-0.66431,52.90355,2389410.318,6381.628003,a02c07c5-f1f4-4396-bb4f-93c77b009b94
1641,E05010162,Grantham Harrowby,,492603,336715,-0.62413,52.9199,1387786.993,6518.787222,1720ea33-7a42-435c-a4b0-e355eea2d1d6
1642,E05010163,Grantham St Vincent's,,492318,335467,-0.62872,52.90873,2777688.303,10418.77861,fd14335e-8177-49fc-aecc-85176f352483
1643,E05010164,Grantham St Wulfram's,,491594,336756,-0.63912,52.92044,1894665.057,7764.463469,5b0a9da8-cb47-49b6-8e8c-6deb1c621bb6
1644,E05010165,Grantham Springfield,,491024,333965,-0.64837,52.89545,3869645.848,8574.945117,ba80681b-85ff-4ad3-95f7-85917029a91c
1645,E05010166,Isaac Newton,,492164,325934,-0.6337,52.82308,94515437.59,50148.42469,41f8f361-1294-4da9-8831-f1c85bdf3ef3
1646,E05010167,Lincrest,,500412,333838,-0.50891,52.89264,108255912.8,52289.99903,341dd09a-d885-44cd-a2a1-cbadbed52956
1647,E05010168,Loveden Heath,,492548,348399,-0.62161,53.02491,58431955.43,41246.8655,9be4bc92-969b-4d87-a0ca-141473394622
1648,E05010169,Market & West Deeping,,513129,311042,-0.32784,52.68528,12693047.29,26114.12089,cb746cc4-a66d-4d30-bf7d-b6ee61d3d46a
1649,E05010170,Morton,,511928,323920,-0.34121,52.80125,19616690,24185.62379,1222f3b1-b24b-46e1-81ee-68644d161241
1650,E05010171,Peascliffe & Ridgeway,,494364,342324,-0.59631,52.97,66429223.43,48007.06603,7d9a709d-4265-4294-964f-8c294880ad7d
1651,E05010172,Stamford All Saints,,501942,307911,-0.49423,52.65936,1203165.917,6344.830704,15e5070d-32a1-4c4c-94c2-bea24357868c
1652,E05010173,Stamford St George's,,503287,308127,-0.47429,52.66105,1849746.247,6643.066862,a6214350-d104-4f0d-85af-9495445242b2
1653,E05010174,Stamford St John's,,501484,306974,-0.50129,52.65103,2527815.129,10274.05556,187acb40-7941-4c9f-a6da-540137841d0f
1654,E05010175,Stamford St Mary's,,503608,307268,-0.46981,52.65327,2380054.149,12149.06048,074c61ba-06cf-4930-8e7e-f58663b12844
1655,E05010176,Toller,,512096,333968,-0.33527,52.89151,32305722.65,34274.43937,4a26f2c2-c929-43a8-965a-575cf2f22a0a
1656,E05010177,Viking,,485136,346093,-0.73269,53.00541,73678869.9,49514.50183,e3469187-805c-4952-8f05-e21b9b49845c
1657,E05010214,Bamber Bridge East,,357407,425648,-2.647,53.7255,3168492.471,10969.37519,6b3f3a9f-8f26-4766-851f-e31579e93f53
1658,E05010215,Bamber Bridge West,,355992,425868,-2.66847,53.72735,1163124.81,4677.985851,ca09ee4f-0b35-4aae-bf01-1a712c2631a1
1659,E05010216,Broad Oak,,351978,427348,-2.72954,53.7403,2004833.293,8845.577908,545d79d9-9ff4-4fac-b13e-f34648a04923
1660,E05010217,Broadfield,,353452,422387,-2.70644,53.69585,1311280.654,7188.78007,96c77869-d226-4428-99e1-8ee93c95eb65
1661,E05010218,Buckshaw & Worden,,355043,421318,-2.68219,53.68638,3509062.039,10947.02479,8742afea-867c-4fe7-8433-95b0610b4d1a
1662,E05010219,Charnock,,353420,426324,-2.70752,53.73123,1658834.916,6273.671793,2ee526e3-cb42-46d5-a817-c0d919b117cf
1663,E05010220,Coupe Green & Gregson Lane,,358778,426288,-2.62631,53.73136,3727973.474,13884.35593,b88e05cb-4535-4106-9043-1de4e5939869
1664,E05010221,Earnshaw Bridge,,352343,421255,-2.72306,53.68558,1325278.821,8725.743868,be1654b3-0fe2-4281-8702-c4d7f530c9b5
1665,E05010222,Farington East,,355166,423938,-2.68071,53.70994,3650039.536,10334.57544,bb23aec2-f0f0-4c03-af7a-c770b444ba4f
1666,E05010223,Farington West,,353162,424345,-2.71113,53.71342,4798639.132,10648.19092,cd5ce962-67ab-41ea-a86d-962ac4ea7fcc
1667,E05010224,Hoole,,348001,423225,-2.78913,53.70286,12761788.87,19749.75759,410684db-25f1-454f-bc72-e75446e73ac0
1668,E05010225,Howick & Priory,,350539,428205,-2.75149,53.74787,5261160.565,10972.84479,5c37d24b-2042-41de-a53c-9fd2bd12d2ac
1669,E05010226,Leyland Central,,354331,422061,-2.69308,53.693,1053185.395,6809.184131,170f947c-33f8-413a-9161-9766184d0b83
1670,E05010227,Longton & Hutton West,,347064,426365,-2.80386,53.73099,18566105.08,51315.67105,67e168d6-ace0-4228-8435-94432f00f401
1671,E05010228,Lostock Hall,,354934,425846,-2.68451,53.72707,1993330.286,7412.195595,2bb2fbaf-731c-4b29-9837-25433975f593
1672,E05010229,Middleforth,,353249,427266,-2.71026,53.73968,2313594.675,10458.70869,53deead5-f1f4-4cac-82ff-fa414b11c78f
1673,E05010230,Moss Side,,351416,422820,-2.73734,53.69955,4955978.822,9538.809581,e4a0fa81-a3f2-4f09-9abf-93c230eb44b6
1674,E05010231,New Longton & Hutton East,,351257,425790,-2.74022,53.72623,7614043.412,13296.06372,963e967f-6386-4c4d-b535-652ebac1eed2
1675,E05010232,St Ambrose,,354765,422566,-2.68659,53.69757,884236.9989,5221.107748,dbf5ba9d-2b54-4bc5-b22b-7ca8261efafd
1676,E05010233,Samlesbury & Walton,,359781,429137,-2.61148,53.75704,24627566.6,34955.89745,700185ea-6911-4ce2-b1b8-20bef738156c
1677,E05010234,Seven Stars,,352793,420769,-2.71618,53.68125,2653045.521,10064.02831,c3e3ec22-3932-4c48-922e-0ad0bf90e24f
1678,E05010235,Walton-le-Dale East,,356480,427124,-2.66126,53.73868,1361520.622,7461.52747,ba785971-a240-4345-a9f6-06471f0d64b9
1679,E05010236,Walton-le-Dale West,,354928,427447,-2.68483,53.74145,2821925.958,10196.79977,b13047c3-c788-4ade-b0eb-374a4f9463e6
1680,E05010237,All Saints & Wayland,,595545,293329,0.879619,52.5028,157348262.7,83059.46387,e56e239a-5a0a-4f85-bcda-2379a02b3624
1681,E05010238,Ashill,,585620,301732,0.73827,52.58172,75802210.43,55677.53795,d1b93786-05a8-4025-ad0d-05f1bb9a1374
1682,E05010239,Bedingfeld,,577953,298522,0.623518,52.55546,94443528.89,64192.30146,327a63e5-6114-4182-8ac0-11a751b285aa
1683,E05010240,Attleborough Burgh & Haverscroft,,605227,293970,1.022452,52.505,7269477.988,14493.76063,2c780ec2-5b44-4f0e-b99a-4c1be4abb6a6
1684,E05010241,Attleborough Queens & Besthorpe,,607817,295505,1.061513,52.5178,23505258.52,28061.99722,e53c2062-f8bf-46bc-a9fd-7346605ad22a
1685,E05010242,Dereham Neatherd,,600623,313268,0.966401,52.67997,14578801.31,18072.09636,7faf88d7-07c2-4fa0-98b6-b68273690dc6
1686,E05010243,Dereham Toftwood,,598882,311465,0.939596,52.66442,2591530.775,6907.586229,6c4c66e8-769a-430c-b856-e158b4ba4a74
1687,E05010244,Dereham Withburga,,598028,314099,0.928568,52.68838,4339274.356,14503.43473,33999f62-426e-4000-9373-db14e197b9ff
1688,E05010245,Forest,,582171,288915,0.680408,52.46779,137206547.6,87829.97355,55a49cd0-a409-4972-814b-67dff1920016
1689,E05010246,Guiltcross,,603678,282951,0.992946,52.40665,46704168.78,38407.85511,f7132009-84da-414b-aa71-d320ebefaad8
1690,E05010247,Harling & Heathlands,,596488,285788,0.889056,52.43475,57706123.18,41225.45275,5cdc9da8-42d6-4959-ae50-f8c717ee47f8
1691,E05010248,Hermitage,,588644,322249,0.79458,52.76491,69536646.27,54176.10499,59fd15aa-297c-4426-8ec8-d70e2dafeaf1
1692,E05010249,Launditch,,587711,316152,0.777286,52.71049,74726652.79,61142.34297,34b5bf80-e066-437b-bc65-1f23f78b2d41
1693,E05010250,Lincoln,,600500,316130,0.966326,52.70571,52609476.7,54322.36434,c8c41242-c418-47d8-812d-2477965f8559
1694,E05010251,Mattishall,,604416,307975,1.019148,52.63104,58858418.29,52797.06442,03542f6b-a452-4979-ab42-ffe484a7d762
1695,E05010252,Nar Valley,,579822,313328,0.659102,52.6878,73274406.61,62916.57505,b20ebc09-8fe0-4cb2-b871-8c72f979ac7b
1696,E05010253,Necton,,588903,308852,0.790727,52.64453,26179426.24,24747.25814,620d5822-ef1e-4940-a362-213fbd135230
1697,E05010254,Saham Toney,,593707,303299,0.858389,52.59298,61145750.07,60592.13982,6b60cb75-8e7d-4676-bec3-e8e40e30ba4d
1698,E05010255,Shipdham-with-Scarning,,597277,308128,0.9139,52.63505,53463342.37,49565.30098,e2c29a14-27a7-49e8-a973-7bd187877ef7
1699,E05010256,Swaffham,,581202,308837,0.67703,52.64702,29575664.85,24726.63781,20f3a05e-42b6-4da5-8205-bfea2a0f2e4d
1700,E05010257,The Buckenhams & Banham,,606855,289959,1.043915,52.46838,37946315.44,34264.076,decd37d7-9b53-4959-96ff-ba6b048bcf63
1701,E05010258,Thetford Boudica,,587761,284297,0.760005,52.42443,1074044.286,4805.602692,1bf1dc69-573c-4d32-834d-53e99dcdd05f
1702,E05010259,Thetford Burrell,,586266,281923,0.736725,52.40362,4627212.988,10787.91942,d75cdbdf-03a1-4dbb-9000-3412fa9ada69
1703,E05010260,Thetford Castle,,587687,283315,0.758367,52.41564,1733815.478,7065.172841,5692f348-22bb-41a5-9e88-3757a7ccf100
1704,E05010261,Thetford Priory,,584655,283985,0.714209,52.42268,22121325.54,25374.84928,83b97d41-0308-45dc-b1e1-b1db3e7a702c
1705,E05010262,Upper Wensum,,604394,319913,1.026228,52.73821,109522632.6,72508.69871,341e6275-e2f3-49e6-a441-40ba9a4d24d0
1706,E05010263,Watton,,591727,300560,0.827612,52.56908,7212429.747,12099.07508,fb39838f-da05-4c83-9216-31df3568c62f
1707,E05010276,Backwell,,349236,168557,-2.73133,51.41374,11922274.12,18061.78017,ac43eb3b-5c5e-4d4c-8aaa-a72d256b3748
