FID,WD24CD,WD24NM,WD24NMW,BNG_E,BNG_N,LONG,LAT,Shape__Area,Shape__Length,GlobalID
6683,E05015792,Norreys,,481796,169523,-0.82507,51.41883,2751808.758,6788.410322,c2bb4ff1-d191-42bf-9bfa-2af28ecd00ef
6684,E05015793,Shinfield,,473715,168641,-0.94144,51.412,6905191.131,15136.38382,49862d3b-cfc2-45a9-bd04-28d1441d8c9c
6685,E05015794,South Lake,,475720,172509,-0.91179,51.44651,2446251.099,6753.591027,d9a3e269-e884-4045-951a-e7d71fcd035e
6686,E05015795,Spencers Wood & Swallowfield,,471380,166482,-0.97544,51.39289,25401708.82,28745.24766,3b8e75b1-f9b5-416a-8c46-a28b43cc9df0
6687,E05015796,Thames,,478333,182184,-0.87206,51.53314,33162781.79,41829.66111,ef09b2fd-0167-405f-a297-0ef6305bfaf8
6688,E05015797,"Twyford, Ruscombe & Hurst",,480511,174016,-0.84253,51.4594,27968731.19,29401.28044,23b0686a-fe4a-40b2-9cb4-d436d3bde992
6689,E05015798,Wescott,,482187,168358,-0.81972,51.4083,4203089.129,13864.20081,710788f5-1137-436d-9c8c-648976377c96
6690,E05015799,Winnersh,,478164,170300,-0.87712,51.42632,6176769.106,12495.35005,686ced55-3433-4a1a-9bf8-6f8ba3be663b
6691,E05015800,Wokingham Without,,482715,166111,-0.81265,51.38802,9711727.771,14068.17794,a38b2a9b-6b6a-4fdf-bb6e-dd1a32c97d0f
6692,E05015801,Marshalswick East & Jersey Farm,,518687,208857,-0.28147,51.76582,2764105.808,9375.661422,ffef6cff-f785-41a1-a9e4-747336385313
6693,E05015802,Marshalswick West,,516440,208800,-0.31403,51.76578,1605306.857,6432.313263,c08aa1ec-78db-42e7-982f-570ec02a13fd
6694,E05015803,"Cranbrook, Sissinghurst & Frittenden",,578418,137528,0.547414,51.10927,56163161.36,52498.84772,eb2407dc-01ab-483b-84e8-05552d282c15
6695,E05015804,Culverden,,557259,140699,0.246795,51.14395,4958883.611,11878.7589,3465bf9b-ea30-411f-a09e-39d2fd56b861
6696,E05015805,Rural Tunbridge Wells,,569302,138146,0.417605,51.11759,102530109.7,58486.97755,397c3ff3-1869-4148-9b8d-3c02fa83d8ed
6697,E05015806,"Hawkhurst, Sandhurst & Benenden",,577745,130782,0.534494,51.04888,71311817.97,53255.7819,9f13e786-fe52-4201-8129-e2ee30a47a5b
6698,E05015807,High Brooms,,559248,141759,0.275674,51.15293,699033.3121,5257.070052,c66d3437-6a59-4402-a680-1dcf6da63b12
6699,E05015808,Paddock Wood,,568422,144787,0.408148,51.17751,8737437.152,14738.92006,1fc2194d-49c5-4ab5-a4d6-ed7bd6bf08c8
6700,E05015809,Pantiles,,557795,138183,0.253351,51.1212,3056352.678,10146.92691,d2c36635-0e06-46fb-bd3b-0b6d8f2e19a4
6701,E05015810,Park,,560526,139309,0.292841,51.13056,8127906.623,15795.8935,41fe734a-3cf9-4ff9-bc9a-77244f19b747
6702,E05015811,Pembury & Capel,,563096,142509,0.330988,51.15858,36587457.5,37848.48536,9ccc3224-c7c9-409b-ad1c-4babd37a4451
6703,E05015812,Rusthall & Speldhurst,,555142,139934,0.216226,51.13766,17940967.27,26611.30332,98d2e1ef-0ceb-405d-9a73-bbc75db5dd2e
6704,E05015813,Sherwood,,560375,141479,0.29165,51.1501,4331287.636,10739.35241,5d1c81ee-3fa9-4124-a2fc-3228a619304e
6705,E05015814,Southborough & Bidborough,,556234,143265,0.233267,51.16729,14801341.62,23229.86452,9fa87060-5514-42d8-9622-38a3fa29db18
6706,E05015815,St James',,559078,140380,0.272636,51.14058,1163401.901,5564.865019,b2d4468e-0ffe-4851-9f47-9c77be25169e
6707,E05015816,St John's,,558756,141046,0.268331,51.14666,876279.5404,4195.954974,3959a99c-203f-4bac-88a6-0aec89848e7f
6708,E05015817,Bacup,,387333,424425,-2.19341,53.71609,10705025.91,15941.99764,6af77082-8386-48a0-b562-15a19c497659
6709,E05015818,Britannia & Lee Mill,,386657,421332,-2.20351,53.68828,7574907.228,19079.33657,4e27008c-dd22-4301-9bce-6defd69f861f
6710,E05015819,Goodshaw & Cribden,,381326,425535,-2.28449,53.72589,11236921.49,15823.13627,b376c5ad-835c-432c-b88b-0aa779f41998
6711,E05015820,Greenfield & Eden,,381319,417605,-2.28412,53.65461,22220758.61,36640.18489,5100efd3-32ee-4ae4-90bf-da115e5b11c9
6712,E05015821,Hareholme & Waterfoot,,382858,421825,-2.26107,53.6926,8619551.593,18311.02391,a74b6c3b-824c-4035-9329-22cfe143f15e
6713,E05015822,Haslingden,,378461,425108,-2.32788,53.72194,15208259.68,25261.62152,d5e82654-8563-438d-86be-66dadce0d3ed
6714,E05015823,Helmshore,,376012,420911,-2.36467,53.68411,18982161.85,22580.69764,912b6264-a45f-43ad-81d3-cd098070ae04
6715,E05015824,Longholme,,380686,422180,-2.29398,53.69571,5452053.777,13908.17683,8edf90cc-f9f4-4a6d-8589-bc2fc7efea1e
6716,E05015825,Whitewell & Stacksteads,,384163,424990,-2.24147,53.72108,19910384.25,29504.85756,f9e2934f-3121-43d1-bdce-199766aa51c6
6717,E05015826,Whitworth,,388112,419026,-2.18139,53.66759,18130914.42,21333.16709,640d93d5-fc1f-492f-b3d7-488ed71273f1
6718,E05015827,Arbury,,433593,289666,-1.50652,52.50388,12035395.76,16899.96031,bda95e07-c229-422c-ab32-11b73671f31a
6719,E05015828,Attleborough,,437083,290797,-1.45498,52.51382,1585631.521,7506.497224,7e33ff45-47cd-4e30-b4b2-f58fab063122
6720,E05015829,Bede,,436001,287283,-1.4713,52.4823,2119583.935,10767.31996,4529719e-a408-4791-8499-e732571a41a1
6721,E05015830,Bulkington,,438838,286795,-1.42959,52.47772,12887692.51,19359.51052,10a8dc88-2a7e-41f7-9f19-7ce72bbd86e2
6722,E05015831,Camp Hill,,433715,292722,-1.50441,52.53134,2071104.86,10180.2027,cf061a89-93d4-42f2-8b73-f1722292ce07
6723,E05015832,Chilvers Coton,,436514,289696,-1.46349,52.50396,3530102.771,9718.133268,58ed1c31-eba7-4dd2-9314-cfe14745e7b0
6724,E05015833,Eastboro,,438113,291184,-1.43976,52.51723,3812067.379,13769.90699,893be383-98c6-42d3-bb56-25224c9a05d4
6725,E05015834,Exhall,,433408,284804,-1.50973,52.46018,5175214.736,12709.31896,331d2536-91e9-4912-a80d-5c73c3ead764
6726,E05015835,Galley Common,,431880,292249,-1.53151,52.5272,4291961.775,10518.50719,e2cad0d9-e559-4924-952e-725952dd0a24
6727,E05015836,Heath,,433239,286082,-1.51209,52.47168,3615768.829,10808.25609,cd771352-68aa-464e-91a1-ac7a4598b077
6728,E05015837,Milby,,437501,293999,-1.44846,52.54257,2470241.337,7683.245906,74c70359-ad5b-4737-8d54-e6ab8c8ba78b
6729,E05015838,Poplar,,436133,285871,-1.46951,52.4696,2860849.329,8371.249756,db3d2741-3ca7-4c09-b7d1-db4abe5aecb9
6730,E05015839,Slough,,434324,287757,-1.49595,52.48667,4495141.857,11900.08982,50629c63-5b5b-4ca8-a5fd-33143f6ca638
6731,E05015840,St Mary's,,435175,292456,-1.48292,52.52886,2880813.48,10450.02619,33d43c89-3e98-43e7-b8f3-9498d9ee0354
6732,E05015841,St Nicolas,,437471,292482,-1.44907,52.52894,2085148.314,6707.384497,14c509da-9efc-40c9-bcce-254bf966627e
6733,E05015842,Stockingford East,,434909,291646,-1.48693,52.52159,1668516.565,7792.458402,1e050a37-ad56-42f1-9682-7e81fcd47bab
6734,E05015843,Stockingford West,,432596,291500,-1.52103,52.52042,2340964.595,10278.60925,7365d89c-9e99-46d8-9413-325735c07f3c
6735,E05015844,Weddington,,436105,293623,-1.46909,52.53929,2884375.749,8908.487091,931c392b-f476-4429-b3e4-492658a6653f
6736,E05015845,Whitestone,,439141,289603,-1.4248,52.50294,6095194.521,13479.22098,36efb6ec-7928-440c-9358-56af59b95f0f
6737,E05015846,Hardwicke,,380620,211522,-2.28245,51.802,62858063.22,43588.257,cec36d68-4564-4ebe-aa49-50656a2f4b33
6738,E05015847,Severn,,374722,207659,-2.3677,51.76703,37211423.19,38726.80848,a5b86835-53b7-4a5a-bc70-6dfbbf656dc0
6739,E05015848,Stonehouse,,380334,205474,-2.28625,51.74761,4697974.557,11728.34416,01e27b98-bced-4f8e-ab30-7f562e20a83c
6740,E05015849,Arboretum,,385144,255943,-2.21878,52.20152,1019385.028,5722.228057,13a183b1-dc6d-42a9-ae33-5fb9cab8f63e
6741,E05015850,Battenhall,,386096,253294,-2.20474,52.17773,2163298.323,8253.208736,c1940403-2a3c-4a50-a0e6-37a8cb255f12
6742,E05015851,Cathedral,,384576,255407,-2.22707,52.19669,1891375.976,9565.807917,7ee2cbdf-4c98-44eb-b815-58c3a67a1f4b
6743,E05015852,Claines,,384973,257842,-2.22137,52.21859,4539665.709,11385.66805,d489e983-8d18-49e7-908c-de018eb4409c
6744,E05015853,Dines Green & Grove Farm,,382794,254663,-2.2531,52.18994,1462352.08,6421.971596,40bd61a5-c0ff-47e2-b505-fc064a6f6379
6745,E05015854,Fort Royal,,385753,254751,-2.20982,52.19082,1054094.4,5148.981398,cbf81524-75ba-43b5-a4b8-b74ab63ce321
6746,E05015855,Leopard Hill,,387760,255407,-2.18048,52.19677,2387964.898,8334.896423,bf39bcaa-e76c-4dbc-9acc-d85cdf83f0bb
6747,E05015856,Lower Wick & Pitmaston,,384029,253026,-2.23496,52.17526,3059214.382,10884.28532,192e1ffe-50ca-41b3-bfa7-abf40e36f9b4
6748,E05015857,Nunnery,,387030,254448,-2.19113,52.18813,2652297.225,8217.774692,822ea208-e9b1-4ef3-9f2f-aefe5db565a2
6749,E05015858,Rainbow Hill,,386288,256119,-2.20205,52.20313,1401495.154,5983.115897,291c5260-e278-49a6-976e-af55c948fe3f
6750,E05015859,St Clement,,383671,256048,-2.24034,52.20242,1638924.097,8186.707605,54a58445-1f8f-4efb-9d69-7d2ef015be03
6751,E05015860,St John's,,383981,254626,-2.23574,52.18965,1548460.394,8043.127506,8c25e07d-b287-4258-b99e-f97936b9f930
6752,E05015861,St Nicholas,,388055,256900,-2.17622,52.2102,2545925.024,8998.153497,f4a285ee-ce35-436f-8a65-a85a79d3f40b
6753,E05015862,St Peter's Parish,,386264,252482,-2.20225,52.17043,1922447.169,7790.443724,970a2618-fbb2-4571-bd65-4a1aaf5c3636
6754,E05015863,St Stephen,,385513,256921,-2.21342,52.21032,1395850.024,6590.916356,a4f7d936-e8bf-4c48-b8a0-2a4f3068d364
6755,E05015864,Warndon & Elbury Park,,387101,256854,-2.19018,52.20976,2665939.147,12681.83667,dd238b84-ce8e-4950-98c5-aaaec66d0a72
6756,E05015865,Backworth & Holystone,,429521,572013,-1.53958,55.04176,9129752.09,19183.98345,54ef39e0-f220-452a-a3b0-5644536218b9
6757,E05015866,Battle Hill,,430689,568714,-1.52166,55.01204,4323479.885,9703.655378,40d56ae4-274f-4dc8-ba2b-9bb4343847ac
6758,E05015867,Camperdown,,427284,572263,-1.57456,55.04413,5264045.75,13881.12678,4adc0dab-e934-4236-b449-51a3a99eb4bc
6759,E05015868,Chirton & Percy Main,,433836,567669,-1.47257,55.00245,5503452.455,11658.89555,3f726bda-2b4d-499b-9fab-918cd28d1094
6760,E05015869,Cullercoats & Whitley Bay South,,435592,571204,-1.44469,55.03409,2404325.335,8305.005913,4dfe0b1a-1a95-426d-af0c-569ee0d9a9b6
6761,E05015870,Forest Hall,,428487,569548,-1.55601,55.01967,2787592.152,8904.425031,38fdea00-b89c-40c1-be7d-281196ed1d59
6762,E05015871,Howdon,,432157,567243,-1.49887,54.99873,2952531.547,7859.904045,05ccd3c2-3718-49c2-afbc-f0c19a8720e5
6763,E05015872,Killingworth,,428048,571600,-1.56267,55.03813,2606880.649,7074.484013,e1aff9d2-642a-4c38-b2f6-9fe6d5832911
6764,E05015873,Longbenton & Benton,,426602,569026,-1.58554,55.01508,3828775.221,11017.85496,657d20a3-61d6-4a25-894d-c40371ac7bd8
6765,E05015874,Monkseaton,,434149,571402,-1.46724,55.03597,2008917.551,7500.120881,030e1480-70ec-439b-af99-7643254a1cd0
6766,E05015875,New York & Murton,,433082,570186,-1.48407,55.02512,5638538.051,13020.08846,2680fe42-f6a8-4a6a-985a-ea802f8b0eb6
6767,E05015876,North Shields,,435510,568351,-1.44632,55.00846,2062322.774,8223.720282,86decfc1-6473-44df-ad31-155f9b08e680
6768,E05015877,Preston with Preston Grange,,434592,569491,-1.46054,55.01877,2160364.568,6744.617644,9ce63d11-e6f3-45cf-a286-5da9e48871ab
6769,E05015878,Shiremoor,,431406,570668,-1.51023,55.02956,3530733.528,8858.449144,706e2d81-3baf-4925-915f-5606987cbcfd
6770,E05015879,St Mary's,,433390,573509,-1.47887,55.05496,7718259.606,16514.12114,0cfc8086-5099-4303-b111-e5d4c61c77e5
6771,E05015880,Tynemouth,,436164,569761,-1.43592,55.02109,3113214.893,11025.74599,5fbfc130-54ca-4b6b-b068-fb7a4c175ace
6772,E05015881,Wallsend Central,,430479,566811,-1.52515,54.99496,3656007.318,12243.60516,28b94ed1-8372-4e1f-9bc7-c61d34b99ae7
6773,E05015882,Wallsend North,,429124,567852,-1.54622,55.00439,3418652.472,9511.626758,2f6e3a7e-1d92-4ba4-a175-f8006f9b432f
6774,E05015883,Weetslade,,424966,573199,-1.61076,55.05266,8294355.173,14025.10769,5cbe114a-27b3-4dbe-b162-dadf72943a01
6775,E05015884,Whitley Bay North,,434661,572601,-1.45908,55.04671,2054590.123,6944.428734,6bf0edc6-96e6-4448-be07-2495eba92ae8
6776,E05015885,Bletchingley & Nutfield,,531964,151100,-0.11076,51.24381,33426437.89,34013.18998,3e436e24-ae2b-4cf1-a33c-4f160e7446b7
6777,E05015886,"Burstow, Horne & Outwood",,533580,143714,-0.09037,51.17706,36457494.55,35446.25153,d8b76aa6-50ca-4b04-a5cb-b56aeee502e0
6778,E05015887,Chaldon,,531779,155024,-0.11197,51.27912,4718029.094,9768.549125,e2b475db-8470-4e34-a847-bb2faff61893
6779,E05015888,Dormansland & Felbridge,,541524,142785,0.022828,51.1668,35661197.54,39500.52069,2f348aff-2d54-46ef-9385-e9819822b63b
6780,E05015889,Godstone,,535924,148837,-0.05492,51.22255,18074595.69,25706.77723,91471365-4455-4113-938c-196efbba2853
6781,E05015890,Harestone,,534261,154310,-0.07667,51.27212,4625804.563,9851.737941,c54c81fb-dabf-414c-89a5-1152f21fcf62
6782,E05015891,Limpsfield,,541105,150787,0.019982,51.23881,18544445.7,27944.2822,d1854121-832d-4a46-bad4-36ca3f85bfb1
6783,E05015892,Lingfield & Crowhurst,,538992,145014,-0.0125,51.18745,29443413.91,36460.78866,d44cd5bd-82b0-4af3-9eb1-057abb378a11
6784,E05015893,Oxted North,,538566,152966,-0.01552,51.25902,7839563.107,16220.76723,4793107f-a6ec-4455-b2a5-48e60dd60f26
6785,E05015894,Oxted South,,539620,150005,-0.00158,51.23215,7311158.69,12947.75342,e12960f2-ea17-4316-9a08-6aa5920ba0fd
6786,E05015895,Portley & Queens Park,,533309,156392,-0.08953,51.29106,2329665.827,9878.997768,38adb358-701a-4dc3-8f5d-49d3c4b31e68
6787,E05015896,Tatsfield & Titsey,,540788,155870,0.017444,51.28457,13371770.3,18624.3208,a8a50585-1fb0-4997-ad25-9512d92f05f9
6788,E05015897,Valley,,534335,156264,-0.07488,51.28967,1267304.306,5522.848233,06b0424b-3edd-4120-be50-e5436ceb3340
6789,E05015898,Warlingham East & Chelsham & Farleigh,,537692,159026,-0.0257,51.31369,18067282.81,21194.2594,afa464a1-c221-4508-a2fb-65a864eea6b7
6790,E05015899,Warlingham West,,534777,158476,-0.06771,51.30944,2994551.248,9916.567929,4917c99c-743d-4030-8d94-6f40cdd2b443
6791,E05015900,Westway,,532260,156372,-0.10458,51.29112,1188784.676,6058.217609,28a674ac-1438-4bc7-a507-c05e133d270a
6792,E05015901,Whyteleafe,,534331,157398,-0.07451,51.29986,2031980.196,10832.19554,7e5c21be-1a5e-4f6f-aed4-95c570b2710c
6793,E05015902,Woldingham,,536347,155550,-0.04631,51.28277,10873997.55,15856.93103,2f5aabb5-293e-457d-a7fb-52a091c6b824
6794,E05015903,Amblecote,,390531,285510,-2.1408,52.46745,2991831.441,10768.14014,19c7a7e9-03ee-4ae8-a9ea-3f92b893258c
6795,E05015904,Belle Vale,,395807,283911,-2.06312,52.45315,3234921.566,11857.1231,729f5c5d-c137-4590-8026-8f40fa5ecc35
6796,E05015905,Brierley Hill & Wordsley South,,391471,286944,-2.127,52.48036,4335362.305,12264.49327,d2895ecb-13b6-497a-a404-b2cee4af9342
6797,E05015906,Brockmoor & Pensnett,,390931,288907,-2.13501,52.498,5262071.936,12838.64837,629b0e97-6142-46ea-afd5-cd693da1bb51
6798,E05015907,Castle & Priory,,393738,291402,-2.09371,52.52047,4025494.689,10380.55882,92a22f54-454f-470f-8fff-b25a34e49e0d
6799,E05015908,Coseley,,394068,293969,-2.08889,52.54355,3300533.04,10763.27753,eea87ce6-99e6-410d-b8d7-ac8ba3996b00
6800,E05015909,Cradley North & Wollescote,,393527,284314,-2.09668,52.45675,4134857.226,12714.25935,b0d5cf35-b991-40d5-bf2d-dca4de2d1cf0
6801,E05015910,Gornal,,390995,291488,-2.13413,52.52121,4680473.941,11646.74972,92ce814a-babb-4439-9ec3-826afa3abbf0
6802,E05015911,Halesowen North,,398035,285414,-2.03034,52.46667,4064125.177,9162.009017,d4e45586-d95e-4ae0-9e9f-63e12fa44405
6803,E05015912,Halesowen South,,397597,282997,-2.03677,52.44494,7005671.559,15197.85666,24650caf-5a83-4d88-8c16-65012005bd07
6804,E05015913,Hayley Green & Cradley South,,394902,283003,-2.07642,52.44498,4560072.027,14025.62441,ef35b9cd-effe-4dff-9c49-7ec8f3742adf
6805,E05015914,Kingswinford North & Wall Heath,,388319,289589,-2.17351,52.50408,4205150.134,11346.80843,dd66e744-864a-4812-a97d-e1f2f4678441
6806,E05015915,Kingswinford South,,389073,288267,-2.16235,52.49221,3345540.572,10435.10096,5edfa59e-056f-46c6-873b-f776c9ec5329
6807,E05015916,Lye & Stourbridge North,,391916,284833,-2.1204,52.46139,3498528.188,12220.13991,2e5e7f64-b3bf-4e4f-9bcc-ac9e3dad2af6
6808,E05015917,Netherton & Holly Hall,,393736,288397,-2.09368,52.49346,5287214.086,14189.36208,6714fa53-2c58-407f-8fff-da955df5e6c5
6809,E05015918,Norton,,389380,282504,-2.15765,52.44041,5669891.903,10580.03091,2d69a299-148d-48f3-b2e1-39a66afb91d9
6810,E05015919,Pedmore & Stourbridge East,,391518,282786,-2.1262,52.44298,4623497.683,11141.61649,1ac72a06-79cf-44b7-80df-8f4cab61ba88
6811,E05015920,Quarry Bank & Dudley Wood,,393775,286901,-2.09308,52.48001,3567596.181,11091.93916,91016fbe-ec8d-4faf-b813-540fc2e24036
6812,E05015921,Sedgley,,391865,294061,-2.12138,52.54435,4133037.567,11463.28568,cce90e45-5ed6-4723-84ad-ef8521f136bf
6813,E05015922,St. James's,,393302,290237,-2.10011,52.50999,3460037.177,9124.246403,34c24b38-0085-4949-b75f-b75e7ed6ea29
6814,E05015923,St. Thomas's,,394879,289598,-2.07686,52.50427,3370079.548,9773.676033,0d36a8a8-6e6b-44f5-ad97-2d6c0ef75243
6815,E05015924,Upper Gornal & Woodsetton,,393145,292700,-2.10247,52.53213,3325242.215,11197.37372,e93eb65d-1693-4aeb-9c06-b4a36735f4e4
6816,E05015925,Wollaston & Stourbridge Town,,389135,284694,-2.16132,52.46009,2946290.988,9095.876124,dc4ad342-b59e-40c4-9cdd-19e73834757f
6817,E05015926,Wordsley North,,389047,286990,-2.16269,52.48073,2946149.64,8454.061088,4c296d95-5bfe-4e6c-bf0a-5b75c085f688
6818,N08000101,Abbey,,148871,538433,-5.89564,54.67761,910227.2953,5291.934708,7e654641-32e2-480b-93c4-b5263686ef8e
6819,N08000102,Aldergrove,,123312,535417,-6.2881,54.63721,156223079.7,66396.07083,20715b28-44ce-420f-adb6-a6f803d3b883
6820,N08000103,Antrim Centre,,126897,544127,-6.24085,54.71722,10627549.24,17140.31147,13c46b0b-d3ec-43ee-b2b2-9ddc5ff5f038
6821,N08000104,Ballyclare East,,142993,547438,-5.99452,54.75538,1828745.941,8186.240587,e4054ccc-805b-494b-9384-53dbf3ac0d48
6822,N08000105,Ballyclare West,,141887,547417,-6.01165,54.75462,1782132.602,8307.724846,4c93f3e5-f6c1-40e2-9da7-df8e6d223994
6823,N08000106,Ballyduff,,147038,539955,-5.92532,54.69034,1042648.465,5162.469314,e73d5d41-c189-4437-86ad-8976ec4f82d1
6824,N08000107,Ballyhenry,,144083,539159,-5.97036,54.68171,860658.0866,5461.303805,35a0c477-778e-4aba-92f5-6f12d0cf092a
6825,N08000108,Ballynure,,145852,546024,-5.94897,54.74416,43199025.46,45062.88331,0e094344-e33d-41ea-b8cd-35e2dbdc81e6
6826,N08000109,Ballyrobert,,141908,543977,-6.00827,54.7238,16561031.69,23655.26043,1388e9cd-1f73-4ce4-a5ec-0a18e58e792f
6827,N08000110,Burnthill,,144689,539437,-5.96122,54.68451,958621.1233,5729.405479,4a16dfa7-e278-4b23-88b3-855c779aefb1
6828,N08000111,Carnmoney,,145264,539306,-5.95221,54.68363,611396.7133,4174.459894,ee56fbf0-2e29-4064-8f17-d89793c51cc3
6829,N08000112,Carnmoney Hill,,146778,538565,-5.92814,54.67775,3464836.296,10027.99325,7f728174-e287-4cd0-a293-e68d91bc3f3e
6830,N08000113,Clady,,136461,535083,-6.0846,54.64125,71468509.92,53261.49162,895a7bec-8777-4fbc-9dc2-c35a5fbd4951
6831,N08000114,Collinbridge,,144191,536322,-5.9662,54.65633,4331045.966,9597.335671,c880cbe2-ba98-457b-83e5-892fe50edecf
6832,N08000115,Cranfield,,120244,544384,-6.34408,54.71587,58136169.88,55430.55431,c8a5450e-52fb-4758-8b56-68e4312fc4e8
6833,N08000116,Crumlin,,125537,531831,-6.25036,54.60628,13041245.51,18598.43376,ea2a1abe-7987-4716-a210-f4d05d122456
6834,N08000117,Doagh,,140002,547110,-6.04059,54.7509,14607120.78,19733.19777,c859c379-e2a7-456b-94c1-4eef94ab0e55
6835,N08000118,Fairview,,146072,539555,-5.93992,54.68627,555291.603,3318.094125,d6f887bd-52c1-4d09-8c15-e0c8eec512cb
6836,N08000119,Fountain Hill,,129222,542878,-6.20369,54.70728,1754296.9,7716.779091,0ca0fee8-a559-429c-b9ec-3fa669518474
6837,N08000120,Glebe,,145643,537624,-5.94488,54.66874,790571.5,5038.165655,b1fe3c00-e639-4ede-90f5-151617eb1b0b
6838,N08000121,Glengormley,,144723,538393,-5.95978,54.67517,780293.8364,4842.140213,b1f12965-0908-43fb-99df-35519bbeab21
6839,N08000122,Greystone,,130383,542910,-6.18575,54.70819,919882.971,4817.96181,33f85694-0dd4-409a-98f0-536973c270f6
6840,N08000123,Hightown,,144243,537846,-5.96673,54.67002,896124.841,5273.18314,7ff715f8-a29d-47b1-8962-da3472bd1a73
6841,N08000124,Jordanstown,,147953,541161,-5.9122,54.70161,6175884.313,11493.66828,59f15c03-a445-4dbd-aaa8-0ff4c8f16ea1
6842,N08000125,Mallusk,,141811,539208,-6.00555,54.68099,17041704.46,18848.73489,a0cce575-8112-4c20-bbe7-a9d6e8ecdbac
6843,N08000126,Monkstown,,148061,539103,-5.90875,54.68321,1495445.771,5803.180237,35cd9f8c-6b20-462a-822a-0222dea19550
6844,N08000127,Mossley,,144229,541613,-5.97025,54.70379,7010969.365,14862.54368,170f64ce-a86c-4521-94df-7ddddc45c089
6845,N08000128,O'Neill,,146839,537217,-5.92603,54.66569,907111.0428,5716.973339,3e659601-a595-4c85-aae5-44c58bbbc4b4
6846,N08000129,Parkgate,,136616,547676,-6.09357,54.75421,77636831.67,55190.7232,117fc951-9229-45a7-98aa-9fd8488b598b
6847,N08000130,Randalstown,,123604,546052,-6.29365,54.73267,16793671.46,21362.84003,21a9d4ad-a92d-45dd-82c9-09db9e771c24
6848,N08000131,Rathcoole,,147461,537781,-5.91689,54.67106,660624.6741,3823.160714,88613a3e-aca2-4f47-992a-98ceb8c5f98a
6849,N08000132,Rostulla,,149628,539397,-5.88475,54.68663,2518325.759,7295.218032,0149353d-650e-4f8f-83b6-d1154d9b0a52
6850,N08000133,Shilvodan,,126697,549553,-6.24904,54.76574,56912359.86,48986.65683,fec26ab6-77c8-44b2-b668-e9eb646ffefb
6851,N08000134,Springfarm,,129293,545629,-6.20515,54.73198,4656363.855,9718.036698,4dc48422-6079-4e32-a601-3f484923dc91
6852,N08000135,Steeple,,129196,544159,-6.20529,54.71875,1000035.19,4483.76219,42fa9e09-773b-41a9-8278-93fc6f53cd66
6853,N08000136,Stiles,,130816,544288,-6.18032,54.72077,4557074.391,10685.02997,5c9ecad6-b6d8-4818-9d31-55ec8f4c752d
6854,N08000137,Templepatrick,,136572,540852,-6.08809,54.69302,36125797.34,35817.54809,aa4311dd-1703-4b22-98e2-0de95a3a7a81
6855,N08000138,Toome,,115464,544873,-6.41854,54.71757,85235870.75,47411.0619,23948d6d-ebdc-46b7-8062-631d8636758d
6856,N08000139,Valley,,147045,536136,-5.92191,54.6561,2491762.838,10616.62029,ef878d24-ca93-4d86-aae0-efddcbe78d17
6857,N08000140,Whitehouse,,148075,536991,-5.90671,54.66428,1616195.008,7839.869132,e6a6129e-507a-40e6-bf5c-830515b1ec79
6858,N08000201,Aghagallon,,119020,523873,-6.34336,54.53139,103857237,48807.90019,99f073e5-8fe8-49aa-9e79-829721ff33cb
6859,N08000202,Ballybay,,109761,511651,-6.47402,54.41667,7779370.295,15220.83544,6cb793ea-182a-47dc-8f73-21903712ed97
6860,N08000203,Banbridge East,,126042,501567,-6.21454,54.33531,36101496.14,35656.19682,5d8d6090-2a73-4023-8c2a-534f9a240056
6861,N08000204,Banbridge North,,122517,505311,-6.27209,54.36696,5735723.218,12611.7527,c0019b35-11c3-42b4-a0d1-202c4a8ee605
6862,N08000205,Banbridge South,,122026,502490,-6.277,54.34141,2366837.716,7865.249398,a82cde34-ebf1-48d5-89d0-5d40f0bc4f2f
6863,N08000206,Banbridge West,,121351,503230,-6.28804,54.34767,2207718.091,8800.012285,3b8e0e3d-18cd-471f-a282-956e31c71339
6864,N08000207,Blackwatertown,,93143,508030,-6.72551,54.37449,90822612.44,67287.33533,5370a902-93ef-4527-acc4-8287d31c1f92
6865,N08000208,Bleary,,116941,511228,-6.3633,54.41692,14528262.52,25522.3055,7886b0f7-68ed-44d0-9f8f-d51bbcb1d621
6866,N08000209,Brownlow,,117482,514333,-6.35794,54.44504,3888128.316,9417.637415,5056d93d-6262-40f6-b966-d9179f2b9f07
6867,N08000210,Cathedral,,97013,506041,-6.66411,54.35899,4560812.004,11697.70005,baa91637-4afd-4221-bcfd-5e9a0e846099
6868,N08000211,Corcrain,,111251,513158,-6.4526,54.43102,1608237.734,6201.194264,847e6e90-d273-4c7a-a0df-efed51b2fb6e
6869,N08000212,Craigavon Centre,,114103,514979,-6.41052,54.44894,11949212.65,18465.84277,1c8e1710-ca12-4631-8d32-d6107e8069a7
6870,N08000213,Demesne,,98207,503327,-6.64305,54.33538,4740190.543,11849.32474,2e146dc8-1f54-4664-974c-c122617c23df
6871,N08000214,Derrytrasna,,112255,522805,-6.44655,54.51802,70840004.9,40590.05801,af342bb2-8693-4857-b5ff-08f199ebdf6d
6872,N08000215,Donaghcloney,,122641,510474,-6.275,54.4133,43768692.89,39688.5299,d0ef4d38-52fb-4a0b-9fa4-48af419031c6
6873,N08000216,Dromore,,132228,509016,-6.12635,54.40536,9589398.822,16116.77809,b93877cd-5503-4582-9c74-7aeb33e24a79
